protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT04105582,488,915.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,1,1,6.0,8.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,1,365.0,180.0,1825,365,0.99,5
NCT01787474,2586,2586.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,1,0,21.0,4.0,6,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,56.0,1095,730,0.65,4
NCT01791374,273,850.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,2,1,7,1,8.0,8.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,210.0,4320,14,0.68,11
NCT01440582,2201,2201.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,15.0,14.0,5,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,77,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,28.0,180,90,0.598,0
NCT05357820,137,137.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,6.0,27.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,56,True,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,47.0,4320,14,0.68,11
NCT02343120,2400,2400.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,23,2,17.0,19.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,385,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2190.0,2190.0,4320,14,0.68,11
NCT02584920,304,304.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,0,1,8.0,20.0,2,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,4.0,87,False,1,0,0,0,0,0,0,0,0,0,0,0,0,91.0,91.0,730,180,0.83,7
NCT04185220,254,812.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,2,1,1,0,24.0,27.0,2,0,2.0,0.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,1,150.0,365.0,730,180,0.83,7
NCT03454620,1264,1379.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,2,1,6,1,12.0,11.0,2,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,53,False,1,0,0,0,0,0,0,0,0,0,0,0,0,150.0,730.0,1080,360,0.175,2
NCT01520220,1110,1719.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,4,4,1,9,0,27.0,8.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,100,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,4320,14,0.68,11
NCT02253420,1251,1770.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,2,1,0,2,5.0,22.0,4,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,51,False,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,870.0,4320,14,0.68,11
NCT02857920,365,1095.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,1,1,5.0,3.0,2,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,45,True,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,90.0,4320,14,0.68,11
NCT05510674,806,806.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,2,1,20.0,6.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,49,True,0,1,0,0,0,0,0,0,0,0,0,0,0,240.0,,49,14,0.99,1
NCT06416774,203,305.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,3,1,1,1,6.0,23.0,3,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,22,True,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,1.0,4320,14,0.68,11
NCT01943682,2007,2038.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,8,1,0,1,0,33.0,18.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,30.0,730,180,0.83,7
NCT02311582,3176,3176.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,2,0,28.0,47.0,6,0,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,55,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1904.0,1904.0,4320,14,0.68,11
NCT03236974,495,495.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,12,1,15.0,26.0,2,1,1.0,1.0,1.0,['PHASE1'],1.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,42.0,1825,365,0.99,5
NCT01810120,1705,1796.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,0,1,1,9.0,8.0,1,0,0.0,2.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,0,0,90.0,720.0,730,180,0.83,7
NCT03322020,831,1196.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,1,1,8.0,6.0,2,0,1.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,1095.0,4320,14,0.68,11
NCT02269020,931,941.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,9.0,14.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.0,49,14,0.99,1
NCT04071574,567,1919.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,17,5,1,1,1,13.0,4.0,4,0,1.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,200,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,360.0,1080,360,0.175,2
NCT02659020,1610,1883.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,2,48,2,12.0,9.0,4,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,2.0,310,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1140.0,1140.0,1825,240,0.65,6
NCT02533674,1672,1672.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,0,2,36.0,23.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,57,False,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,730.0,4320,14,0.68,11
NCT03226574,929,1021.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,4,0,12.0,31.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4320,14,0.68,10
NCT03876574,2556,2556.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,2,0,1,33.0,8.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,2555.0,1080,360,0.175,2
NCT04119674,1253,1253.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,16.0,8.0,3,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,1,0,1,540.0,720.0,4320,1080,0.326,9
NCT03443674,1077,1165.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,5,1,19.0,24.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,0,0,1,41.0,41.0,4320,14,0.68,11
NCT02053220,669,1035.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,4,2,1,2,1,31.0,23.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,,49,14,0.99,1
NCT02311920,990,2807.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,2,3,1,11,0,34.0,30.0,4,0,1.0,1.0,0.0,['PHASE1'],1.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,730.0,1825,240,0.65,6
NCT01986920,126,126.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,4,1,1,0,10.0,28.0,4,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,2.0,35,False,1,0,0,0,0,0,0,0,0,0,0,0,0,78.0,78.0,49,14,0.99,1
NCT01406574,974,974.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,0,1,9.0,5.0,2,1,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,1,32.0,196.0,1080,360,0.175,2
NCT01362374,3385,3385.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,13,1,11,2,5.0,14.0,7,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,122,False,1,0,0,0,0,0,0,0,0,0,0,1,1,3376.25,2190.0,4320,14,0.68,11
NCT01723020,1539,1733.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,8,1,1,14,2,6.0,8.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,107,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1080.0,1080.0,180,90,0.598,0
NCT02317874,1301,2429.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,3,2,1,3,0,15.0,34.0,3,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,43,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,28.0,4320,14,0.68,11
NCT01374620,611,670.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,18.0,17.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,60.0,4320,14,0.68,11
NCT04087174,687,687.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,6,1,6,2,10.0,48.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,1,1,547.5,547.5,1080,360,0.175,2
NCT02082665,498,529.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,4,2,12.0,30.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,1,22.0,180.0,4320,14,0.68,11
NCT02044120,2437,2437.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,3,2,5,2,23.0,14.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,1,0,720.0,720.0,1825,240,0.65,6
NCT02661282,2093,2093.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,6,2,1,1,0,30.0,32.0,4,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,65,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1460.0,1460.0,1825,240,0.65,6
NCT02022982,1400,2737.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,1,0,19.0,15.0,2,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,49,14,0.99,1
NCT03387020,809,809.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,7,1,0,12,0,98.0,38.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,730.0,4320,14,0.68,11
NCT01778920,1461,1491.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,4,1,1,2,0,5.0,9.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,48,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,30.0,49,14,0.99,1
NCT05288920,184,214.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,2,1,5.0,11.0,2,0,1.0,0.0,1.0,['PHASE1'],1.0,2.0,80,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,4320,14,0.68,11
NCT05860582,61,61.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,1,1,4.0,7.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,True,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,49,14,0.99,1
NCT03430882,1549,1549.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,1,1,1,0,27.0,20.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,1825.0,4320,14,0.68,11
NCT03281382,696,696.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,16.0,15.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,4320,14,0.68,11
NCT05578820,831,831.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,8,3,1,4,1,22.0,27.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,49,14,0.99,1
NCT02718820,2101,2101.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,14.0,30.0,2,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1460.0,49,14,0.99,1
NCT03083782,48,73.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,3,1,1,0,17.0,21.0,5,0,2.0,1.0,0.0,['PHASE1'],1.0,0.0,12,True,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,4320,14,0.68,11
NCT02238782,31,31.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,6.0,24.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,21,True,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,,4320,14,0.68,11
NCT01336920,1380,2445.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,5,1,1,3,0,24.0,15.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,730,180,0.83,7
NCT02129582,1591,1947.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,11,1,1,1,0,27.0,13.0,8,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,360.0,180,90,0.598,0
NCT01794520,3337,3337.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,7,1,29,2,32.0,12.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,117,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2482.0,951.0,180,90,0.598,0
NCT02113982,1979,2019.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,2,1,9,0,58.0,25.0,1,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,138,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1095,730,0.65,4
NCT02950220,676,721.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,19,1,1,1,0,31.0,45.0,3,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,730,180,0.83,7
NCT03062982,14,14.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,7.0,5.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,16,True,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4320,14,0.68,11
NCT04839120,106,106.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,12.0,26.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,4.0,8,True,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,4320,14,0.68,11
NCT01359982,1249,1249.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,2,0,11.0,26.0,6,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,0,92.0,,730,180,0.83,7
NCT02602327,1592,1695.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,1,1,0,14.0,41.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1460.0,1460.0,1080,360,0.175,2
NCT03136627,274,1549.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,4,1,10.0,34.0,2,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,720.0,1080,360,0.175,2
NCT03287427,1575,1575.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,1,1,1,1,19.0,42.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,1,0,1,42.0,1440.0,1080,360,0.175,2
NCT02027376,701,701.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,5,1,11.0,21.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,60.0,60.0,1825,365,0.99,5
NCT03052127,1429,1429.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,3,12,1,13,0,1.0,1.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,57,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,720.0,730,150,0.94,8
NCT02038673,1352,1352.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,12,1,35,2,9.0,7.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,86,False,1,0,0,0,0,0,0,0,0,0,1,0,1,540.0,540.0,4320,14,0.68,11
NCT01815294,579,579.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,2,1,0,2,14.0,15.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,54,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,30.0,1825,365,0.99,5
NCT03833427,1198,1198.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,7,1,6,2,9.0,28.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1200.0,105.0,4320,14,0.68,11
NCT01456676,762,762.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,7,1,6.0,8.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,336.0,1095,730,0.65,4
NCT05249127,484,484.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,5,0,18.0,12.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,51,False,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,,4320,14,0.68,11
NCT01265927,578,1734.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,1,1,1,0,21.0,11.0,1,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1825,365,0.99,5
NCT01504776,1249,1249.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,10.0,20.0,2,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,730,180,0.83,7
NCT02895360,1444,1444.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,2,1,6,1,11.0,10.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,43,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,4320,14,0.68,11
NCT01729260,1246,2934.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,1,0,14.0,14.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,1,0,0,240.0,3650.0,4320,14,0.68,11
NCT01727076,1231,1231.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,14,1,1,5,0,53.0,17.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,180.0,49,14,0.99,1
NCT02598960,1524,1524.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,5,1,27,2,10.0,7.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,295,False,1,0,0,0,0,0,0,0,0,0,0,1,1,870.0,1500.0,4320,14,0.68,11
NCT02860676,481,565.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,17.0,32.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,1095,730,0.65,4
NCT02154776,852,852.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,6,2,10.0,14.0,3,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,750.0,750.0,1825,365,0.99,5
NCT02876627,120,425.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,1,1,0,1,0.0,0.0,1,0,0.0,0.0,0.0,['PHASE1'],0.0,0.0,30,True,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,84.0,4320,14,0.68,11
NCT02401048,915,915.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,2,2,1,11,0,13.0,10.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,1,1,0,,6.0,730,180,0.83,7
NCT01800630,944,1065.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,3,1,28.0,20.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,,150.0,730,180,0.83,7
NCT02828930,284,284.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,7.0,14.0,4,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,76.0,4320,14,0.68,11
NCT03450330,505,634.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,4,1,5.0,10.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,365.0,49,14,0.99,1
NCT01873248,1390,1390.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,1,0,5.0,8.0,1,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,238,False,0,1,0,0,0,0,0,0,0,0,0,0,1,1095.0,1095.0,1440,360,0.99,3
NCT01309048,517,517.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,18.0,13.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,90.0,4320,14,0.68,11
NCT04790448,522,522.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,16.0,30.0,3,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,37,False,1,0,0,0,0,0,0,0,0,0,1,0,1,510.0,510.0,1080,360,0.175,2
NCT01283048,1827,1827.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,3,0,4.0,13.0,1,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,1080,360,0.175,2
NCT01571648,275,275.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,5,1,8.0,7.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,730.0,4320,14,0.68,11
NCT02301130,1108,1195.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,7,0,8.0,4.0,3,1,1.0,1.0,1.0,['PHASE1'],1.0,0.0,64,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,4320,14,0.68,11
NCT03452930,2123,2123.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,2,1,1,0,27.0,31.0,2,0,2.0,1.0,0.0,['PHASE1'],0.0,0.0,5,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,730.0,1825,240,0.65,6
NCT02523430,397,397.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,10.0,2.0,1,0,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1095.0,1440,360,0.99,3
NCT02076230,212,759.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,11.0,12.0,3,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,365.0,4320,14,0.68,11
NCT01461148,1308,1369.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,20.0,20.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,1,14.0,240.0,1080,360,0.175,2
NCT01588548,730,730.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,3,1,4.0,5.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,43,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,,730,180,0.83,7
NCT01816230,1522,1887.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,2,15,2,9.0,7.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,,1095,730,0.65,4
NCT02425748,195,742.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,1,9.0,3.0,3,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,1.0,40,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,49,14,0.99,1
