protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT03291288,212,1145.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,11,2,20.0,10.0,3,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,13.0,4320,14,0.68,11
NCT03704688,1214,1214.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,6,1,7,0,26.0,16.0,6,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,540.0,,49,14,0.99,1
NCT01991678,1277,1400.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,3,0,10.0,16.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,1080,360,0.175,2
NCT02162888,365,365.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,10,0,2.0,3.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,81,False,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,,4320,14,0.68,11
NCT01878188,972,1703.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,3,1,7,1,16.0,13.0,2,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,1440,360,0.99,3
NCT03517488,1422,1519.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,28,1,1,17,0,55.0,24.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,150,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,49,14,0.99,1
NCT02155088,763,1919.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,1,0,4.0,27.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,1,0,0,120.0,1095.0,4320,14,0.68,11
NCT02048488,1431,2069.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,0,2,15.0,23.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,72,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,730,180,0.83,7
NCT01325207,1785,2729.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,8,0,24.0,1.0,1,0,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,1825,365,0.99,5
NCT03113188,1209,1209.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,3,0,49.0,21.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,47,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,180.0,4320,14,0.68,11
NCT03267888,1557,1557.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,5,1,1,1,0,12.0,5.0,2,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,1,0,1,360.0,360.0,180,90,0.598,0
NCT04921878,612,612.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,20.0,25.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,730.0,4320,14,0.68,11
NCT02891278,1559,1559.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,2,0,19.0,24.0,3,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,,1095,730,0.65,4
NCT04059588,1152,1152.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,1,0,30.0,27.0,1,0,2.0,1.0,1.0,['PHASE1'],0.0,0.0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,4320,14,0.68,11
NCT02338778,212,212.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,4.0,8.0,2,0,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,20,True,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,1080,360,0.175,2
NCT02545907,742,767.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,14,1,17.0,26.0,3,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,180.0,4320,14,0.68,11
NCT02759588,2070,2435.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,1,2,0,24.0,18.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,46,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,1095.0,1440,360,0.99,3
NCT02270788,564,564.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,0,1,0,24.0,28.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,1095,730,0.65,4
NCT02333188,1096,1096.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,17,1,1,8,0,17.0,20.0,5,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,180.0,1080,360,0.175,2
NCT02675478,1016,1016.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,0,1,3.0,5.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,28.0,4320,14,0.68,11
NCT01794507,2430,2430.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,9,2,10.0,5.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,66,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,1440.0,180,90,0.598,0
NCT04628988,667,667.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,24.0,49.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,1095.0,4320,14,0.68,11
NCT01892371,3374,3374.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,8,4,1,1,0,27.0,13.0,3,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,73,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,1095,730,0.65,4
NCT02457793,538,538.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,6,1,5,0,10.0,32.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,1,450.0,450.0,49,14,0.99,1
NCT01484093,4273,4273.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,5,0,14.0,7.0,1,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,96,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1095.0,1095.0,730,180,0.83,7
NCT03852511,1081,1081.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,5,0,42.0,50.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0,,4320,14,0.68,11
NCT01580371,1400,1492.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,1,1,1,1,9.0,11.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,39,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,56.0,180,90,0.598,0
NCT02219893,862,862.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,20.0,14.0,1,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,1080,360,0.175,2
NCT03558711,82,84.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,1.0,5.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1080,360,0.175,2
NCT01525771,1399,1399.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,1,1,10.0,11.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,37,False,1,0,0,0,0,0,0,0,0,0,1,0,0,365.0,365.0,4320,14,0.68,11
NCT05068193,83,122.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,7.0,21.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,57,True,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,,1080,360,0.175,2
NCT03707093,1225,1474.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,2,0,10.0,17.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,730.0,730,180,0.83,7
NCT01339871,2240,2240.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,11.0,13.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,152,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT03396211,1041,1545.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,18.0,42.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1825.0,1825.0,4320,14,0.68,11
NCT03215511,1743,2037.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,2,29,2,13.0,11.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,81,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,1680.0,4320,14,0.68,11
NCT06001671,855,1015.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,1,1,20.0,17.0,1,0,2.0,0.0,0.0,['PHASE1'],0.0,1.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,49,14,0.99,1
NCT03047993,1947,1947.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,7,1,1,1,0,28.0,9.0,2,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,,1095,730,0.65,4
NCT01634893,1278,1278.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,19.0,11.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,4320,14,0.68,11
NCT01497093,2715,2715.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,6,0,13.0,24.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,2555.0,180,90,0.598,0
NCT01649271,1431,1431.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,3,1,3,1,8.0,3.0,6,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,990.0,1825,365,0.99,5
NCT03171493,937,1757.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,3,0,7.0,24.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,29.0,1440,360,0.99,3
NCT06278493,1159,1712.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,1,1,7.0,20.0,2,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT04177693,433,433.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,0,3.0,7.0,3,0,1.0,0.0,1.0,['PHASE1'],1.0,0.0,39,True,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,4320,14,0.68,11
NCT03545971,1081,1414.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,8,1,1,1,10.0,21.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,53,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,4320,14,0.68,11
NCT02403193,2192,2246.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,9,1,1,0,26.0,9.0,9,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,92,False,1,0,0,0,0,0,0,0,0,0,1,1,0,56.0,1095.0,49,14,0.99,1
NCT01911728,211,211.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,2,1,6.0,10.0,5,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,72.0,97.0,1080,360,0.175,2
NCT02423928,1568,1568.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,1,1,6.0,17.0,3,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,0,504.0,,1080,360,0.175,2
NCT02820961,803,1839.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,2,2,1,3,0,8.0,6.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,730.0,1825,365,0.99,5
NCT04318561,731,731.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,10.0,23.0,3,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,2.0,40,False,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,,4320,14,0.68,11
NCT03344861,585,585.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,8,0,15.0,17.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,1,108.0,108.0,49,14,0.99,1
NCT02316028,1006,1218.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,2,1,5.0,9.0,1,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,1825.0,1080,360,0.175,2
NCT03311828,700,1930.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,3,1,1,1,0,15.0,35.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,180,90,0.598,0
NCT02141828,731,762.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,1,0,9,2,22.0,19.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,660.0,540.0,1095,730,0.65,4
NCT02978261,577,821.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,19.0,13.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,4320,14,0.68,11
NCT02303028,2665,2665.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,0,10,1,62.0,8.0,1,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,720.0,4320,14,0.68,11
NCT01943461,492,2214.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,4,1,1,1,16.0,18.0,3,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,57,False,1,0,0,0,0,0,0,0,0,0,1,0,1,21.0,2205.0,4320,14,0.68,11
NCT03430011,1883,1883.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,20,0,26.0,25.0,2,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,165,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1830.0,1830.0,180,90,0.598,0
NCT02013128,694,694.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,18,0,3.0,4.0,2,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,66,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,365.0,730,180,0.83,7
NCT01934361,860,860.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,5,1,14,2,18.0,12.0,4,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,1,0,1,90.0,365.0,4320,1080,0.326,9
NCT02610361,1411,1411.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,20,1,19.0,21.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,131,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT02018861,1663,1663.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,10,1,7,0,14.0,7.0,6,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,88,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1606.0000000000002,1606.0000000000002,4320,14,0.68,11
NCT01546428,1430,1430.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,2,1,3.0,5.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,44,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,120.0,4320,14,0.68,11
NCT06294561,63,63.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,5.0,25.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,34,True,1,0,0,0,0,0,0,0,0,0,0,0,1,25.0,30.0,49,14,0.99,1
NCT02991911,997,997.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,5,2,12.0,18.0,3,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,90.0,1080,360,0.175,2
NCT01634061,1033,1033.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,4,1,10,2,10.0,8.0,4,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,43,False,1,0,0,0,0,0,0,0,0,0,1,0,1,84.0,84.0,1080,360,0.175,2
NCT05270928,238,397.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,7.0,9.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,1,1,1,5475.0,730.0,180,90,0.598,0
NCT01675128,852,1217.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,3,1,1,0,39.0,15.0,2,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,630.0,1080,360,0.175,2
NCT01647828,1278,1278.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,26,0,13.0,0.0,4,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,2.0,217,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,4320,14,0.68,11
NCT04191928,144,547.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,1,1,1,0,20.0,17.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,4,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,4320,14,0.68,11
NCT01383928,1078,2219.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,2,1,20,0,10.0,17.0,3,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,64,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2067.0,2037.0,180,90,0.598,0
NCT03366428,344,1151.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,7,1,3.0,3.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,51,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1140.0,1825,365,0.99,5
NCT03505528,804,804.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,3,1,13.0,16.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,85.0,1825,365,0.99,5
NCT01764828,681,735.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,0,1,3.0,8.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT02358161,1096,1218.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,12.0,37.0,1,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,78,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,365.0,4320,14,0.68,11
NCT01905228,2130,2161.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,2,4,0,20.0,7.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,83,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,1080,0.326,9
NCT01699061,184,304.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,18.0,28.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,1.0,38,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4320,14,0.68,11
NCT03610061,1616,1985.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,3,1,23.0,16.0,3,0,2.0,0.0,1.0,['PHASE1'],0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,1825.0,730,180,0.83,7
NCT01717261,2313,4078.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,7.0,6.0,1,0,0.0,0.0,0.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,1825.0,1825,365,0.99,5
NCT02180061,1143,1143.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,0,1,4.0,30.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,42,False,1,0,0,0,0,0,0,0,0,0,0,0,1,810.0,720.0,730,150,0.94,8
NCT04672928,778,778.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,7.0,10.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,1,0,1,360.0,360.0,49,14,0.99,1
NCT03129061,2040,2040.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,1,0,6.0,10.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,15,False,0,1,0,0,0,0,0,0,0,0,0,0,0,84.0,21.0,49,14,0.99,1
NCT02191761,335,335.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,1,1,0,0,5.0,6.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,56.0,1080,360,0.175,2
NCT02093728,61,61.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,2.0,3.0,8,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,26,True,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4320,14,0.68,11
NCT05357911,38,143.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,6.0,29.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,16,True,1,0,0,0,0,0,0,0,0,0,0,0,1,17.0,35.0,4320,14,0.68,11
NCT02027961,1586,1586.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,4,1,11,2,8.0,8.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,68,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1642.5,1642.5,730,150,0.94,8
NCT02843061,365,1095.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,1,1,5.0,3.0,2,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,0,0,90.0,1095.0,730,180,0.83,7
NCT01862328,1806,1806.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,3,1,0,0,13.0,18.0,5,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,64,False,0,0,0,0,0,0,0,0,0,0,0,1,1,1825.0,1825.0,4320,14,0.68,11
NCT01485861,1329,3885.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,6,1,59,2,7.0,12.0,6,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,2.0,298,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1314.0,3248.5,1080,360,0.175,2
NCT02814461,1096,1096.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,19.0,12.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,,1080,360,0.175,2
NCT03302728,1068,1068.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,1,1,25.0,22.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,1,0,0,490.0,490.0,730,180,0.83,7
NCT02311361,1673,2108.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,5,6,1,1,0,28.0,29.0,3,0,2.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,65,False,1,0,0,0,0,0,0,0,0,0,1,0,1,120.0,1320.0,4320,14,0.68,11
NCT01844661,699,1095.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,3,1,2,1,1,3.0,6.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,60.0,4320,14,0.68,11
NCT02226861,1366,1401.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,5,1,1,1,0,45.0,30.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,24,False,0,0,1,0,0,0,0,0,0,0,0,0,0,120.0,,1095,730,0.65,4
NCT04284761,934,934.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,4,2,8.0,14.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,84.0,1080,360,0.175,2
